(+1) charge,,order,file,ave_TM_CS,HF_energy,EXP,% ERROR,Rel_E (kcal/mol),,,,Mol Fraction,,,,<CCS>,%ERROR
N2 gas,13,474,conf-474,205.8935,-1526.309458,203.2,1.31,15.45,26.1,0,1.07,0,0,0,224.52,210.64,3.53
,11,315,conf-315,208.7346,-1526.310208,,2.65,14.98,25.31,0,,0,0,0,,,
,1,34,conf-34,208.8872,-1526.3224,,2.72,7.33,12.38,0,,0,0,0,,,
,8,302,conf-302,209.6058,-1526.301612,,3.06,20.37,34.42,0,,0,0,0,,,
,14,535,conf-535,209.7417,-1526.29257,,3.12,26.05,44.01,0,,0,0,0,,,
,19,883,conf-883,210.6047,-1526.334077,,3.52,0,0,1,,0.94,210.6,197.59,,,
,6,234,conf-234,211.2397,-1526.331511,,3.81,1.61,2.72,0.07,,0.06,13.91,13.05,,,
,0,14,conf-14,212.848,-1526.307327,,4.53,16.79,28.36,0,,0,0,0,,,
,3,122,conf-122,213.4116,-1526.296681,,4.78,23.47,39.65,0,,0,0,0,,,
,20,961,conf-961,213.7091,-1526.311499,,4.92,14.17,23.94,0,,0,0,0,,,
,16,684,conf-684,213.8663,-1526.315618,,4.99,11.58,19.57,0,,0,0,0,,,
,7,273,conf-273,217.2167,-1526.303224,,6.45,19.36,32.71,0,,0,0,0,,,
,4,123,conf-123,217.6036,-1526.285895,,6.62,30.23,51.09,0,,0,0,0,,,
,17,797,conf-797,221.9849,-1526.305345,,8.46,18.03,30.46,0,,0,0,0,,,
,2,102,conf-102,225.5491,-1526.275826,,9.91,36.55,61.76,0,,0,0,0,,,
,5,137,conf-137,226.0009,-1526.279693,,10.09,34.13,57.66,0,,0,0,0,,,
,18,879,conf-879,226.0615,-1526.279618,,10.11,34.17,57.74,0,,0,0,0,,,
,12,472,conf-472,230.7278,-1526.279887,,11.93,34,57.46,0,,0,0,0,,,
,10,306,conf-306,231.7519,-1526.265328,,12.32,43.14,72.89,0,,0,0,0,,,
,9,304,conf-304,232.5948,-1526.280668,,12.64,33.51,56.63,0,,0,0,0,,,
,15,549,conf-549,247.2684,-1526.262677,,17.82,44.8,75.7,0,,0,0,0,,,
