(+1) charge,,order,file,ave_TM_CS,HF_energy,EXP,% ERROR,Rel_E (kcal/mol),,,,Mol Fraction,,,,<CCS>,%ERROR
N2 gas,0,18,conf-18,218.6454,-1447.527376,200.3,8.39,31.31,52.90,0.00,1.08,0.00,0.00,0.00,221.85,205.28,2.43
,1,34,conf-34,217.0912,-1447.529834,,7.73,29.76,50.29,0.00,,0.00,0.00,0.00,,,
,2,102,conf-102,210.4439,-1447.56313,,4.82,8.87,14.99,0.00,,0.00,0.00,0.00,,,
,3,123,conf-123,215.0999,-1447.540476,,6.88,23.09,39.01,0.00,,0.00,0.00,0.00,,,
,4,234,conf-234,214.938,-1447.545554,,6.81,19.90,33.62,0.00,,0.00,0.00,0.00,,,
,5,304,conf-304,203.6424,-1447.541922,,1.64,22.18,37.48,0.00,,0.00,0.00,0.00,,,
,6,315,conf-315,203.0993,-1447.574875,,1.38,1.50,2.54,0.08,,0.07,16.08,14.88,,,
,7,472,conf-472,211.6473,-1447.532735,,5.36,27.94,47.22,0.00,,0.00,0.00,0.00,,,
,8,474,conf-474,210.4445,-1447.537652,,4.82,24.86,42.00,0.00,,0.00,0.00,0.00,,,
,9,477,conf-477,216.045,-1447.543942,,7.29,20.91,35.33,0.00,,0.00,0.00,0.00,,,
,10,535,conf-535,213.0689,-1447.522411,,5.99,34.42,58.16,0.00,,0.00,0.00,0.00,,,
,11,549,conf-549,211.8095,-1447.5574,,5.43,12.47,21.06,0.00,,0.00,0.00,0.00,,,
,12,684,conf-684,212.7819,-1447.545016,,5.87,20.24,34.20,0.00,,0.00,0.00,0.00,,,
,13,705,conf-705,214.1747,-1447.541477,,6.48,22.46,37.95,0.00,,0.00,0.00,0.00,,,
,14,746,conf-746,205.4645,-1447.577267,,2.51,0.00,0.00,1.00,,0.93,205.46,190.12,,,
,15,797,conf-797,198.5167,-1447.571135,,0.90,3.85,6.50,0.00,,0.00,0.30,0.28,,,
,16,879,conf-879,217.3058,-1447.526827,,7.83,31.65,53.48,0.00,,0.00,0.00,0.00,,,
,17,961,conf-961,213.0346,-1447.560786,,5.98,10.34,17.47,0.00,,0.00,0.00,0.00,,,
,18,962,conf-962,209.992,-1447.566734,,4.62,6.61,11.17,0.00,,0.00,0.00,0.00,,,
,19,966,conf-966,206.2642,-1447.556833,,2.89,12.82,21.67,0.00,,0.00,0.00,0.00,,,
