(+1) charge,,order,file,ave_TM_CS,HF_energy,EXP,% ERROR,Rel_E (kcal/mol),,,,Mol Fraction,,,,<CCS>,%ERROR
N2 gas,0,112,conf-112,324.4363,-2418.548764,255.3,21.31,68.42,115.61,0.00,1.00,0.00,0.00,0.00,257.95,257.95,1.03
,1,121,conf-121,327.5697,-2418.585386,,22.06,45.44,76.79,0.00,,0.00,0.00,0.00,,,
,2,197,conf-197,314.5167,-2418.57268,,18.83,53.42,90.26,0.00,,0.00,0.00,0.00,,,
,3,234,conf-234,273.1151,-2418.59865,,6.52,37.12,62.72,0.00,,0.00,0.00,0.00,,,
,4,420,conf-420,289.2861,-2418.592249,,11.75,41.14,69.51,0.00,,0.00,0.00,0.00,,,
,5,472,conf-472,280.4221,-2418.617048,,8.96,25.58,43.21,0.00,,0.00,0.00,0.00,,,
,6,538,conf-538,278.1401,-2418.590744,,8.21,42.08,71.10,0.00,,0.00,0.00,0.00,,,
,7,669,conf-669,300.5709,-2418.529674,,15.06,80.40,135.86,0.00,,0.00,0.00,0.00,,,
,8,727,conf-727,288.9694,-2418.587613,,11.65,44.05,74.42,0.00,,0.00,0.00,0.00,,,
,9,771,conf-771,276.1213,-2418.588,,7.54,43.80,74.01,0.00,,0.00,0.00,0.00,,,
,10,772,conf-772,269.9793,-2418.622916,,5.44,21.89,36.99,0.00,,0.00,0.00,0.00,,,
,11,797,conf-797,301.7674,-2418.564047,,15.40,58.83,99.41,0.00,,0.00,0.00,0.00,,,
,12,807,conf-807,313.1295,-2418.519177,,18.47,86.99,146.98,0.00,,0.00,0.00,0.00,,,
,13,828,conf-828,257.9489,-2418.657806,,1.03,0.00,0.00,1.00,,1.00,257.95,257.95,,,
,14,879,conf-879,277.6136,-2418.571116,,8.04,54.40,91.92,0.00,,0.00,0.00,0.00,,,
,15,883,conf-883,339.6698,-2418.541788,,24.84,72.80,123.01,0.00,,0.00,0.00,0.00,,,
,16,950,conf-950,312.4699,-2418.585165,,18.30,45.58,77.02,0.00,,0.00,0.00,0.00,,,
,17,962,conf-962,322.2769,-2418.549403,,20.78,68.02,114.94,0.00,,0.00,0.00,0.00,,,
