(+1) charge,,order,file,ave_TM_CS,HF_energy,EXP,% ERROR,Rel_E (kcal/mol),,,,Mol Fraction,,,,<CCS>,%ERROR
N2 gas,0,14,conf-14,227.4805,-1526.291769,203.2,10.67,14.55,24.58,0,1,0,0,0,212.8,212.69,4.46
,1,28,conf-28,254.4338,-1526.201585,,20.14,71.14,120.2,0,,0,0,0,,,
,2,197,conf-197,214.1136,-1526.286809,,5.1,17.66,29.84,0,,0,0,0,,,
,3,217,conf-217,210.889,-1526.307782,,3.65,4.5,7.6,0,,0,0.11,0.11,,,
,4,222,conf-222,227.6692,-1526.288682,,10.75,16.49,27.86,0,,0,0,0,,,
,5,234,conf-234,213.4514,-1526.287787,,4.8,17.05,28.8,0,,0,0,0,,,
,6,306,conf-306,248.1866,-1526.263377,,18.13,32.36,54.69,0,,0,0,0,,,
,7,446,conf-446,217.5693,-1526.281264,,6.6,21.14,35.72,0,,0,0,0,,,
,8,448,conf-448,213.3074,-1526.294457,,4.74,12.86,21.73,0,,0,0,0,,,
,9,472,conf-472,243.206,-1526.276129,,16.45,24.36,41.17,0,,0,0,0,,,
,10,474,conf-474,244.0396,-1526.261577,,16.73,33.49,56.6,0,,0,0,0,,,
,11,549,conf-549,212.686,-1526.314954,,4.46,0,0,1,,1,212.69,212.57,,,
,12,669,conf-669,218.4121,-1526.242997,,6.96,45.15,76.3,0,,0,0,0,,,
,13,684,conf-684,223.3443,-1526.305195,,9.02,6.12,10.35,0,,0,0.01,0.01,,,
,14,879,conf-879,243.0663,-1526.262794,,16.4,32.73,55.3,0,,0,0,0,,,
