(+1) charge,,order,file,ave_TM_CS,HF_energy,EXP,% ERROR,Rel_E (kcal/mol),,,,Mol Fraction,,,,<CCS>,%ERROR
N2 gas,0,14,conf-14,328.1673,-2418.629295,255.3,22.20,44.95,75.95,0.00,1.19,0.00,0.00,0.00,332.31,278.18,8.22
,1,34,conf-34,300.1921,-2418.675389,,14.95,16.03,27.08,0.00,,0.00,0.00,0.00,,,
,2,102,conf-102,283.1754,-2418.695835,,9.84,3.20,5.40,0.00,,0.00,1.28,1.07,,,
,3,112,conf-112,300.7261,-2418.674764,,15.11,16.42,27.74,0.00,,0.00,0.00,0.00,,,
,4,123,conf-123,324.3,-2418.635114,,21.28,41.30,69.78,0.00,,0.00,0.00,0.00,,,
,5,137,conf-137,282.6653,-2418.689698,,9.68,7.05,11.91,0.00,,0.00,0.00,0.00,,,
,6,156,conf-156,310.9053,-2418.652431,,17.88,30.43,51.42,0.00,,0.00,0.00,0.00,,,
,7,205,conf-205,288.2937,-2418.696131,,11.44,3.01,5.09,0.01,,0.01,1.78,1.49,,,
,8,234,conf-234,298.0974,-2418.67481,,14.36,16.39,27.69,0.00,,0.00,0.00,0.00,,,
,9,302,conf-302,281.0422,-2418.675807,,9.16,15.76,26.64,0.00,,0.00,0.00,0.00,,,
,10,448,conf-448,277.3207,-2418.69933,,7.94,1.00,1.69,0.18,,0.15,50.98,42.67,,,
,11,472,conf-472,286.9333,-2418.674468,,11.02,16.60,28.05,0.00,,0.00,0.00,0.00,,,
,12,496,conf-496,328.9952,-2418.647215,,22.40,33.70,56.95,0.00,,0.00,0.00,0.00,,,
,13,535,conf-535,303.9643,-2418.684752,,16.01,10.15,17.15,0.00,,0.00,0.00,0.00,,,
,14,553,conf-553,299.4893,-2418.692005,,14.75,5.60,9.46,0.00,,0.00,0.02,0.02,,,
,15,746,conf-746,278.2452,-2418.700928,,8.25,0.00,0.00,1.00,,0.84,278.25,232.92,,,
,16,841,conf-841,308.0573,-2418.647629,,17.13,33.45,56.51,0.00,,0.00,0.00,0.00,,,
,17,879,conf-879,298.1676,-2418.696974,,14.38,2.48,4.19,0.02,,0.01,4.51,3.77,,,
,18,883,conf-883,293.9398,-2418.681581,,13.15,12.14,20.51,0.00,,0.00,0.00,0.00,,,
,19,950,conf-950,296.5553,-2418.678723,,13.91,13.93,23.54,0.00,,0.00,0.00,0.00,,,
,20,962,conf-962,322.9456,-2418.639061,,20.95,38.82,65.60,0.00,,0.00,0.00,0.00,,,
