(+1) charge,,order,file,ave_TM_CS,HF_energy,EXP,% ERROR,Rel_E (kcal/mol),,,,Mol Fraction,,,,<CCS>,%ERROR
N2 gas,0,12,conf-12,290.593,-2053.792569,229.7,20.95,85.86,145.07,0,1.99,0,0,0,558.4,281.11,18.29
,1,112,conf-112,259.1098,-2053.912479,,11.35,10.61,17.93,0,,0,0,0,,,
,2,156,conf-156,273.2662,-2053.835457,,15.94,58.94,99.6,0,,0,0,0,,,
,3,205,conf-205,305.4685,-2053.81565,,24.8,71.37,120.6,0,,0,0,0,,,
,4,234,conf-234,276.6081,-2053.829357,,16.96,62.77,106.07,0,,0,0,0,,,
,5,304,conf-304,254.4539,-2053.925272,,9.73,2.59,4.37,0.01,,0.01,3.22,1.62,,,
,6,315,conf-315,292.6763,-2053.828655,,21.52,63.21,106.81,0,,0,0,0,,,
,7,472,conf-472,255.7317,-2053.903342,,10.18,16.35,27.62,0,,0,0,0,,,
,8,549,conf-549,274.8394,-2053.889784,,16.42,24.85,42,0,,0,0,0,,,
,9,584,conf-584,270.4363,-2053.852934,,15.06,47.98,81.07,0,,0,0,0,,,
,10,617,conf-617,273.8919,-2053.929393,,16.13,0,0,1,,0.5,273.89,137.89,,,
,11,662,conf-662,288.8785,-2053.929366,,20.49,0.02,0.03,0.97,,0.49,280.87,141.4,,,
,12,684,conf-684,302.8163,-2053.90647,,24.15,14.38,24.3,0,,0,0,0,,,
,13,746,conf-746,287.6097,-2053.923204,,20.13,3.88,6.56,0,,0,0.41,0.2,,,
,14,879,conf-879,263.6629,-2053.897902,,12.88,19.76,33.39,0,,0,0,0,,,
,15,883,conf-883,259.8464,-2053.912871,,11.6,10.37,17.52,0,,0,0,0,,,
,16,962,conf-962,284.6561,-2053.915442,,19.31,8.75,14.79,0,,0,0,0,,,
