(+1) charge,,order,file,ave_TM_CS,HF_energy,EXP,% ERROR,Rel_E (kcal/mol),,,,Mol Fraction,,,,<CCS>,%ERROR
N2 gas,0,112,conf-112,263.509,-1917.378905,224,14.99,6.61,11.16,0.00,1.04,0.00,0.00,0.00,270.98,260.68,14.07
,1,197,conf-197,290.3541,-1917.308532,,22.85,50.77,85.78,0.00,,0.00,0.00,0.00,,,
,2,234,conf-234,291.5955,-1917.308952,,23.18,50.50,85.33,0.00,,0.00,0.00,0.00,,,
,3,291,conf-291,264.4483,-1917.386263,,15.30,1.99,3.36,0.03,,0.03,9.15,8.80,,,
,4,315,conf-315,275.834,-1917.230574,,18.79,99.69,168.44,0.00,,0.00,0.00,0.00,,,
,5,364,conf-364,257.799,-1917.368726,,13.11,13.00,21.96,0.00,,0.00,0.00,0.00,,,
,6,448,conf-448,262.6498,-1917.376448,,14.72,8.15,13.77,0.00,,0.00,0.00,0.00,,,
,7,472,conf-472,274.0746,-1917.329969,,18.27,37.31,63.05,0.00,,0.00,0.00,0.00,,,
,8,474,conf-474,285.9706,-1917.198284,,21.67,119.95,202.67,0.00,,0.00,0.00,0.00,,,
,9,497,conf-497,274.0992,-1917.373975,,18.28,9.70,16.39,0.00,,0.00,0.00,0.00,,,
,10,549,conf-549,260.5614,-1917.389435,,14.03,0.00,0.00,1.00,,0.96,260.56,250.66,,,
,11,879,conf-879,285.0085,-1917.331792,,21.41,36.17,61.12,0.00,,0.00,0.00,0.00,,,
,12,883,conf-883,257.8263,-1917.384415,,13.12,3.15,5.32,0.00,,0.00,1.26,1.21,,,
,13,950,conf-950,270.9907,-1917.346699,,17.34,26.82,45.31,0.00,,0.00,0.00,0.00,,,
,14,962,conf-962,265.7081,-1917.352487,,15.70,23.18,39.17,0.00,,0.00,0.00,0.00,,,
