(+1) charge,,order,file,ave_TM_CS,HF_energy,EXP,% ERROR,Rel_E (kcal/mol),,,,Mol Fraction,,,,<CCS>,%ERROR
N2 gas,0,112,conf-112,371.0035,-2974.209924,293.1,21.00,100.73,170.20,0.00,1.14,0.00,0.00,0.00,387.84,341.56,14.19
,1,205,conf-205,397.1603,-2974.19185,,26.20,112.07,189.36,0.00,,0.00,0.00,0.00,,,
,2,231,conf-231,384.6524,-2974.180172,,23.80,119.40,201.74,0.00,,0.00,0.00,0.00,,,
,3,234,conf-234,322.6205,-2974.368563,,9.15,1.18,2.00,0.14,,0.12,43.72,38.50,,,
,4,288,conf-288,336.9687,-2974.333099,,13.02,23.44,39.60,0.00,,0.00,0.00,0.00,,,
,5,315,conf-315,403.4559,-2974.182679,,27.35,117.82,199.09,0.00,,0.00,0.00,0.00,,,
,6,405,conf-405,408.6022,-2974.141916,,28.27,143.40,242.31,0.00,,0.00,0.00,0.00,,,
,7,472,conf-472,334.8473,-2974.317719,,12.47,33.09,55.91,0.00,,0.00,0.00,0.00,,,
,8,497,conf-497,362.2827,-2974.318194,,19.10,32.79,55.40,0.00,,0.00,0.00,0.00,,,
,9,549,conf-549,344.1214,-2974.370448,,14.83,0.00,0.00,1.00,,0.88,344.12,303.05,,,
,10,586,conf-586,391.1378,-2974.21934,,25.06,94.82,160.22,0.00,,0.00,0.00,0.00,,,
,11,669,conf-669,392.0567,-2974.146416,,25.24,140.58,237.53,0.00,,0.00,0.00,0.00,,,
,12,684,conf-684,422.4899,-2974.154133,,30.63,135.74,229.35,0.00,,0.00,0.00,0.00,,,
,13,703,conf-703,394.7609,-2974.182019,,25.75,118.24,199.79,0.00,,0.00,0.00,0.00,,,
,14,727,conf-727,406.9624,-2974.163225,,27.98,130.03,219.71,0.00,,0.00,0.00,0.00,,,
,15,807,conf-807,398.1122,-2974.135867,,26.38,147.20,248.72,0.00,,0.00,0.00,0.00,,,
,16,879,conf-879,375.6954,-2974.182588,,21.98,117.88,199.18,0.00,,0.00,0.00,0.00,,,
,17,883,conf-883,383.8478,-2974.173377,,23.64,123.66,208.95,0.00,,0.00,0.00,0.00,,,
,18,950,conf-950,348.8231,-2974.367994,,15.97,1.54,2.60,0.07,,0.07,25.87,22.78,,,
,19,962,conf-962,401.4748,-2974.163806,,26.99,129.67,219.10,0.00,,0.00,0.00,0.00,,,
,20,966,conf-966,403.3724,-2974.156549,,27.34,134.22,226.79,0.00,,0.00,0.00,0.00,,,
,21,981,conf-981,402.0075,-2974.141075,,27.09,143.93,243.20,0.00,,0.00,0.00,0.00,,,
