(+1) charge,,order,file,ave_TM_CS,HF_energy,EXP,% ERROR,Rel_E (kcal/mol),,,,Mol Fraction,,,,<CCS>,%ERROR
N2 gas,0,472,conf-472,220.7121,-1300.506136,184.5,16.41,2.08,3.52,0.03,1.48,0.02,6.56,4.43,326.6,220.46,16.31
,1,495,conf-495,222.9143,-1300.485074,,17.23,15.3,25.85,0,,0,0,0,,,
,2,549,conf-549,221.1064,-1300.509453,,16.56,0,0,1,,0.68,221.11,149.25,,,
,3,591,conf-591,215.2281,-1300.493552,,14.28,9.98,16.86,0,,0,0,0,,,
,4,607,conf-607,218.2271,-1300.507249,,15.46,1.38,2.34,0.1,,0.07,21.09,14.24,,,
,5,669,conf-669,208.1924,-1300.49336,,11.38,10.1,17.06,0,,0,0,0,,,
,6,684,conf-684,200.5452,-1300.500978,,8,5.32,8.99,0,,0,0.03,0.02,,,
,7,746,conf-746,218.4877,-1300.487141,,15.56,14,23.66,0,,0,0,0,,,
,8,797,conf-797,210.7568,-1300.49628,,12.46,8.27,13.97,0,,0,0,0,,,
,9,879,conf-879,217.188,-1300.505465,,15.05,2.5,4.23,0.01,,0.01,3.17,2.14,,,
,10,883,conf-883,210.3335,-1300.503643,,12.28,3.65,6.16,0,,0,0.44,0.3,,,
,11,961,conf-961,219.3568,-1300.50843,,15.89,0.64,1.08,0.34,,0.23,74.2,50.09,,,
,12,966,conf-966,209.2915,-1300.49873,,11.85,6.73,11.37,0,,0,0,0,,,
