(+1) charge,,order,file,ave_TM_CS,HF_energy,EXP,% ERROR,Rel_E (kcal/mol),,,,Mol Fraction,,,,<CCS>,%ERROR
N2 gas,0,34,conf-34,384.9823,-2837.497857,280,27.27,125.31,211.74,0.00,1.00,0.00,0.00,0.00,315.95,315.95,11.38
,1,81,conf-81,361.934,-2837.613719,,22.64,52.61,88.89,0.00,,0.00,0.00,0.00,,,
,2,156,conf-156,348.7406,-2837.617656,,19.71,50.14,84.72,0.00,,0.00,0.00,0.00,,,
,3,197,conf-197,372.6962,-2837.646999,,24.87,31.73,53.61,0.00,,0.00,0.00,0.00,,,
,4,217,conf-217,315.9463,-2837.69756,,11.38,0.00,0.00,1.00,,1.00,315.95,315.95,,,
,5,231,conf-231,334.3722,-2837.621101,,16.26,47.98,81.07,0.00,,0.00,0.00,0.00,,,
,6,234,conf-234,327.5719,-2837.67423,,14.52,14.64,24.74,0.00,,0.00,0.00,0.00,,,
,7,497,conf-497,371.08,-2837.658964,,24.54,24.22,40.92,0.00,,0.00,0.00,0.00,,,
,8,549,conf-549,384.3383,-2837.492882,,27.15,128.44,217.02,0.00,,0.00,0.00,0.00,,,
,9,553,conf-553,370.1412,-2837.652569,,24.35,28.23,47.70,0.00,,0.00,0.00,0.00,,,
,10,669,conf-669,369.7668,-2837.664266,,24.28,20.89,35.30,0.00,,0.00,0.00,0.00,,,
,11,684,conf-684,368.1438,-2837.530347,,23.94,104.93,177.29,0.00,,0.00,0.00,0.00,,,
,12,747,conf-747,377.1934,-2837.510808,,25.77,117.19,198.01,0.00,,0.00,0.00,0.00,,,
,13,771,conf-771,372.0417,-2837.639711,,24.74,36.30,61.34,0.00,,0.00,0.00,0.00,,,
,14,879,conf-879,352.6955,-2837.573837,,20.61,77.64,131.18,0.00,,0.00,0.00,0.00,,,
,15,883,conf-883,383.4571,-2837.505881,,26.98,120.28,203.23,0.00,,0.00,0.00,0.00,,,
,16,961,conf-961,372.5986,-2837.476887,,24.85,138.47,233.97,0.00,,0.00,0.00,0.00,,,
,17,962,conf-962,307.3032,-2837.675032,,8.88,14.14,23.89,0.00,,0.00,0.00,0.00,,,
