(+1) charge,,order,file,ave_TM_CS,HF_energy,EXP,% ERROR,Rel_E (kcal/mol),,,,Mol Fraction,,,,<CCS>,%ERROR
N2 gas,3,234,conf-234,189.5939,-1300.582372,184.7,2.58,18.9,31.94,0,1,0,0,0,190.46,190.46,3.02
,17,885,conf-885,190.4561,-1300.612493,,3.02,0,0,1,,1,190.46,190.46,,,
,4,304,conf-304,196.4014,-1300.579744,,5.96,20.55,34.72,0,,0,0,0,,,
,1,102,conf-102,200.3308,-1300.581545,,7.8,19.42,32.81,0,,0,0,0,,,
,8,497,conf-497,201.0491,-1300.576745,,8.13,22.43,37.9,0,,0,0,0,,,
,12,669,conf-669,201.5374,-1300.568177,,8.35,27.81,46.99,0,,0,0,0,,,
,14,705,conf-705,201.577,-1300.558509,,8.37,33.88,57.24,0,,0,0,0,,,
,18,948,conf-948,202.3525,-1300.559993,,8.72,32.94,55.66,0,,0,0,0,,,
,7,474,conf-474,204.5628,-1300.562366,,9.71,31.45,53.15,0,,0,0,0,,,
,2,123,conf-123,205.7007,-1300.570011,,10.21,26.66,45.04,0,,0,0,0,,,
,0,34,conf-34,206.8008,-1300.56502,,10.69,29.79,50.33,0,,0,0,0,,,
,19,961,conf-961,210.6684,-1300.571564,,12.33,25.68,43.4,0,,0,0,0,,,
,6,472,conf-472,212.0046,-1300.545538,,12.88,42.01,70.99,0,,0,0,0,,,
,15,879,conf-879,212.3904,-1300.594892,,13.04,11.04,18.66,0,,0,0,0,,,
,10,549,conf-549,212.4168,-1300.556737,,13.05,34.99,59.12,0,,0,0,0,,,
,11,608,conf-608,212.8818,-1300.553765,,13.24,36.85,62.27,0,,0,0,0,,,
,5,448,conf-448,214.9719,-1300.572793,,14.08,24.91,42.09,0,,0,0,0,,,
,16,883,conf-883,215.3177,-1300.551574,,14.22,38.23,64.59,0,,0,0,0,,,
,13,684,conf-684,215.7175,-1300.562469,,14.38,31.39,53.04,0,,0,0,0,,,
,9,503,conf-503,224.5526,-1300.554505,,17.75,36.39,61.48,0,,0,0,0,,,
