(+1) charge,,order,file,ave_TM_CS,HF_energy,EXP,% ERROR,Rel_E (kcal/mol),,,,Mol Fraction,,,,<CCS>,%ERROR
N2 gas,17,962,conf-962,260.961,-2418.608137,255.3,2.17,0.00,0.00,1.00,1.01,0.99,260.96,257.84,264.25,261.09,2.22
,6,404,conf-404,262.4042,-2418.597941,,2.71,6.40,10.81,0.00,,0.00,0.01,0.01,,,
,4,231,conf-231,265.5712,-2418.593442,,3.87,9.22,15.58,0.00,,0.00,0.00,0.00,,,
,1,34,conf-34,271.1034,-2418.603839,,5.83,2.70,4.56,0.01,,0.01,2.85,2.81,,,
,13,797,conf-797,271.6452,-2418.598457,,6.02,6.07,10.26,0.00,,0.00,0.01,0.01,,,
,12,731,conf-731,272.6728,-2418.601323,,6.37,4.28,7.22,0.00,,0.00,0.20,0.20,,,
,16,885,conf-885,278.2668,-2418.580039,,8.25,17.63,29.79,0.00,,0.00,0.00,0.00,,,
,8,472,conf-472,280.7345,-2418.59998,,9.06,5.12,8.65,0.00,,0.00,0.05,0.05,,,
,2,156,conf-156,282.5483,-2418.601189,,9.64,4.36,7.37,0.00,,0.00,0.18,0.18,,,
,5,234,conf-234,284.5134,-2418.581012,,10.27,17.02,28.76,0.00,,0.00,0.00,0.00,,,
,9,549,conf-549,284.9524,-2418.576302,,10.41,19.98,33.75,0.00,,0.00,0.00,0.00,,,
,10,684,conf-684,291.4456,-2418.568119,,12.40,25.11,42.43,0.00,,0.00,0.00,0.00,,,
,0,19,conf-19,294.6271,-2418.558862,,13.35,30.92,52.24,0.00,,0.00,0.00,0.00,,,
,11,727,conf-727,295.8543,-2418.56289,,13.71,28.39,47.97,0.00,,0.00,0.00,0.00,,,
,14,879,conf-879,304.9832,-2418.580287,,16.29,17.48,29.53,0.00,,0.00,0.00,0.00,,,
,3,217,conf-217,311.0466,-2418.562006,,17.92,28.95,48.91,0.00,,0.00,0.00,0.00,,,
,7,446,conf-446,312.4796,-2418.552762,,18.30,34.75,58.71,0.00,,0.00,0.00,0.00,,,
,15,883,conf-883,320.3175,-2418.538354,,20.30,43.79,73.99,0.00,,0.00,0.00,0.00,,,
,18,966,conf-966,343.2934,-2418.550574,,25.63,36.12,61.03,0.00,,0.00,0.00,0.00,,,
