(+1) charge,,order,file,ave_TM_CS,HF_energy,EXP,% ERROR,Rel_E (kcal/mol),,,,Mol Fraction,,,,<CCS>,%ERROR
N2 gas,0,112,conf-112,296.327,-2418.590372,255.3,13.85,32.12,54.27,0.00,1.00,0.00,0.00,0.00,265.52,265.52,3.85
,1,121,conf-121,310.9187,-2418.571106,,17.89,44.21,74.70,0.00,,0.00,0.00,0.00,,,
,2,123,conf-123,306.791,-2418.548999,,16.78,58.08,98.14,0.00,,0.00,0.00,0.00,,,
,3,126,conf-126,296.4286,-2418.550265,,13.87,57.29,96.80,0.00,,0.00,0.00,0.00,,,
,4,197,conf-197,328.9253,-2418.505246,,22.38,85.54,144.53,0.00,,0.00,0.00,0.00,,,
,5,234,conf-234,271.4762,-2418.582465,,5.96,37.08,62.65,0.00,,0.00,0.00,0.00,,,
,6,242,conf-242,296.3834,-2418.568908,,13.86,45.59,77.03,0.00,,0.00,0.00,0.00,,,
,7,304,conf-304,280.1127,-2418.581481,,8.86,37.70,63.70,0.00,,0.00,0.00,0.00,,,
,8,448,conf-448,302.6098,-2418.558697,,15.63,52.00,87.86,0.00,,0.00,0.00,0.00,,,
,9,472,conf-472,265.5179,-2418.641558,,3.85,0.00,0.00,1.00,,1.00,265.52,265.52,,,
,10,535,conf-535,294.6405,-2418.566125,,13.35,47.33,79.98,0.00,,0.00,0.00,0.00,,,
,11,669,conf-669,252.6485,-2418.587783,,1.05,33.74,57.02,0.00,,0.00,0.00,0.00,,,
,12,684,conf-684,337.7561,-2418.546335,,24.41,59.75,100.96,0.00,,0.00,0.00,0.00,,,
,13,746,conf-746,286.9322,-2418.564879,,11.02,48.12,81.30,0.00,,0.00,0.00,0.00,,,
,14,797,conf-797,316.8897,-2418.550652,,19.44,57.04,96.39,0.00,,0.00,0.00,0.00,,,
,15,879,conf-879,290.8199,-2418.569027,,12.21,45.51,76.90,0.00,,0.00,0.00,0.00,,,
,16,883,conf-883,323.5961,-2418.324199,,21.11,199.14,336.49,0.00,,0.00,0.00,0.00,,,
,17,962,conf-962,340.2153,-2418.490982,,24.96,94.49,159.65,0.00,,0.00,0.00,0.00,,,
