(+1) charge,,order,file,ave_TM_CS,HF_energy,EXP,% ERROR,Rel_E (kcal/mol),,,,Mol Fraction,,,,<CCS>,%ERROR
N2 gas,0,21,conf-21,215.2333,-1526.299665,203.2,5.59,4.90,8.27,0.00,1.07,0.00,0.05,0.05,231.86,216.36,6.08
,1,34,conf-34,212.7521,-1526.275853,,4.49,19.84,33.52,0.00,,0.00,0.00,0.00,,,
,2,102,conf-102,216.4869,-1526.307467,,6.14,0.00,0.00,1.00,,0.93,216.49,202.01,,,
,3,123,conf-123,227.1816,-1526.235162,,10.56,45.37,76.66,0.00,,0.00,0.00,0.00,,,
,4,197,conf-197,257.8162,-1526.096154,,21.18,132.60,224.05,0.00,,0.00,0.00,0.00,,,
,5,217,conf-217,221.5183,-1526.294101,,8.27,8.39,14.17,0.00,,0.00,0.00,0.00,,,
,6,234,conf-234,213.9691,-1526.300677,,5.03,4.26,7.20,0.00,,0.00,0.16,0.15,,,
,7,306,conf-306,215.4497,-1526.283924,,5.69,14.77,24.96,0.00,,0.00,0.00,0.00,,,
,8,472,conf-472,223.6007,-1526.290233,,9.12,10.81,18.27,0.00,,0.00,0.00,0.00,,,
,9,474,conf-474,215.3091,-1526.299205,,5.62,5.18,8.76,0.00,,0.00,0.03,0.03,,,
,10,497,conf-497,217.5456,-1526.2951,,6.59,7.76,13.11,0.00,,0.00,0.00,0.00,,,
,11,549,conf-549,215.105,-1526.304447,,5.53,1.90,3.20,0.04,,0.04,8.75,8.16,,,
,12,669,conf-669,213.3169,-1526.304085,,4.74,2.12,3.59,0.03,,0.03,5.91,5.52,,,
,13,696,conf-696,221.3171,-1526.30165,,8.19,3.65,6.17,0.00,,0.00,0.46,0.43,,,
,14,720,conf-720,209.8847,-1526.284464,,3.18,14.43,24.39,0.00,,0.00,0.00,0.00,,,
,15,746,conf-746,251.0049,-1526.142933,,19.05,103.25,174.45,0.00,,0.00,0.00,0.00,,,
,16,876,conf-876,218.6929,-1526.285567,,7.08,13.74,23.22,0.00,,0.00,0.00,0.00,,,
,17,879,conf-879,227.9298,-1526.254411,,10.85,33.29,56.25,0.00,,0.00,0.00,0.00,,,
,18,962,conf-962,220.8002,-1526.297146,,7.97,6.48,10.94,0.00,,0.00,0.00,0.00,,,
,19,981,conf-981,215.6235,-1526.299535,,5.76,4.98,8.41,0.00,,0.00,0.05,0.04,,,
