(+1) charge,,order,file,ave_TM_CS,HF_energy,EXP,% ERROR,Rel_E (kcal/mol),,,,Mol Fraction,,,,<CCS>,%ERROR
N2 gas,0,14,conf-14,196.1262,-1300.621434,184.7,5.83,9.86,16.66,0.00,1.11,0.00,0.00,0.00,215.73,194.16,4.87
,1,34,conf-34,203.4659,-1300.605272,,9.22,20.00,33.80,0.00,,0.00,0.00,0.00,,,
,2,102,conf-102,194.2615,-1300.627093,,4.92,6.31,10.66,0.00,,0.00,0.00,0.00,,,
,3,197,conf-197,191.495,-1300.635078,,3.55,1.30,2.20,0.11,,0.10,21.26,19.14,,,
,4,245,conf-245,215.7151,-1300.598168,,14.38,24.46,41.33,0.00,,0.00,0.00,0.00,,,
,5,304,conf-304,213.9651,-1300.597175,,13.68,25.08,42.39,0.00,,0.00,0.00,0.00,,,
,6,315,conf-315,201.3481,-1300.583412,,8.27,33.72,56.98,0.00,,0.00,0.00,0.00,,,
,7,353,conf-353,204.866,-1300.604923,,9.84,20.22,34.17,0.00,,0.00,0.00,0.00,,,
,8,364,conf-364,200.9788,-1300.607752,,8.10,18.45,31.17,0.00,,0.00,0.00,0.00,,,
,9,365,conf-365,194.4598,-1300.637151,,5.02,0.00,0.00,1.00,,0.90,194.46,175.02,,,
,10,428,conf-428,212.6376,-1300.588499,,13.14,30.53,51.58,0.00,,0.00,0.00,0.00,,,
,11,433,conf-433,205.3544,-1300.595871,,10.06,25.90,43.77,0.00,,0.00,0.00,0.00,,,
,12,472,conf-472,213.8613,-1300.588695,,13.64,30.41,51.38,0.00,,0.00,0.00,0.00,,,
,13,549,conf-549,214.2945,-1300.602916,,13.81,21.48,36.30,0.00,,0.00,0.00,0.00,,,
,14,662,conf-662,208.8773,-1300.594713,,11.57,26.63,45.00,0.00,,0.00,0.00,0.00,,,
,15,667,conf-667,213.1602,-1300.602665,,13.35,21.64,36.56,0.00,,0.00,0.00,0.00,,,
,16,669,conf-669,200.4066,-1300.614109,,7.84,14.46,24.43,0.00,,0.00,0.00,0.00,,,
,17,684,conf-684,208.429,-1300.599807,,11.38,23.43,39.60,0.00,,0.00,0.00,0.00,,,
,18,727,conf-727,217.0918,-1300.601599,,14.92,22.31,37.69,0.00,,0.00,0.00,0.00,,,
,19,876,conf-876,194.3576,-1300.638041,,4.97,-0.56,-0.94,2.57,,2.31,499.58,449.65,,,
,20,879,conf-879,220.9384,-1300.593663,,16.40,27.29,46.11,0.00,,0.00,0.00,0.00,,,
,21,883,conf-883,214.4575,-1300.588832,,13.88,30.32,51.23,0.00,,0.00,0.00,0.00,,,
,22,961,conf-961,206.5967,-1300.594509,,10.60,26.76,45.21,0.00,,0.00,0.00,0.00,,,
,23,962,conf-962,191.6445,-1300.626221,,3.62,6.86,11.59,0.00,,0.00,0.00,0.00,,,
