(+1) charge,,order,file,ave_TM_CS,HF_energy,EXP,% ERROR,Rel_E (kcal/mol),,,,Mol Fraction,,,,<CCS>,%ERROR
N2 gas,0,112,conf-112,384.5001,-2973.919619,293.1,23.77,93.63,158.20,0.00,1.00,0.00,0.00,0.00,328.85,328.85,10.87
,1,205,conf-205,417.2638,-2973.891608,,29.76,111.21,187.90,0.00,,0.00,0.00,0.00,,,
,2,231,conf-231,387.7866,-2973.904435,,24.42,103.16,174.30,0.00,,0.00,0.00,0.00,,,
,3,234,conf-234,328.8516,-2974.068829,,10.87,0.00,0.00,1.00,,1.00,328.85,328.85,,,
,4,288,conf-288,401.7453,-2973.892962,,27.04,110.36,186.47,0.00,,0.00,0.00,0.00,,,
,5,315,conf-315,403.4559,-2973.914532,,27.35,96.82,163.60,0.00,,0.00,0.00,0.00,,,
,6,405,conf-405,408.6022,-2973.871708,,28.27,123.69,209.00,0.00,,0.00,0.00,0.00,,,
,7,472,conf-472,369.3114,-2974.040161,,20.64,17.99,30.40,0.00,,0.00,0.00,0.00,,,
,8,497,conf-497,375.2058,-2974.043386,,21.88,15.97,26.98,0.00,,0.00,0.00,0.00,,,
,9,549,conf-549,390.4888,-2973.923737,,24.94,91.05,153.84,0.00,,0.00,0.00,0.00,,,
,10,586,conf-586,401.7936,-2973.907091,,27.05,101.49,171.49,0.00,,0.00,0.00,0.00,,,
,11,684,conf-684,422.4899,-2973.895642,,30.63,108.67,183.63,0.00,,0.00,0.00,0.00,,,
,12,703,conf-703,394.7609,-2973.903115,,25.75,103.99,175.70,0.00,,0.00,0.00,0.00,,,
,13,727,conf-727,406.9624,-2973.895183,,27.98,108.96,184.11,0.00,,0.00,0.00,0.00,,,
,14,879,conf-879,380.1209,-2973.879331,,22.89,118.91,200.92,0.00,,0.00,0.00,0.00,,,
,15,950,conf-950,393.5848,-2973.888408,,25.53,113.21,191.30,0.00,,0.00,0.00,0.00,,,
,16,962,conf-962,401.4748,-2973.888976,,26.99,112.86,190.69,0.00,,0.00,0.00,0.00,,,
,17,966,conf-966,403.3724,-2973.886694,,27.34,114.29,193.11,0.00,,0.00,0.00,0.00,,,
,18,981,conf-981,402.0075,-2973.867013,,27.09,126.64,213.98,0.00,,0.00,0.00,0.00,,,
