(+1) charge,,order,file,ave_TM_CS,HF_energy,EXP,% ERROR,Rel_E (kcal/mol),,,,Mol Fraction,,,,<CCS>,%ERROR
N2 gas,0,12,conf-12,343.6611,-3586.941943,312.9,8.95,3.70,6.25,0.00,1.00,0.00,0.66,0.66,345.96,345.30,9.38
,1,34,conf-34,389.9056,-3586.846798,,19.75,63.40,107.13,0.00,,0.00,0.00,0.00,,,
,2,123,conf-123,354.6762,-3586.900216,,11.78,29.88,50.49,0.00,,0.00,0.00,0.00,,,
,3,126,conf-126,403.0293,-3586.863499,,22.36,52.92,89.42,0.00,,0.00,0.00,0.00,,,
,4,156,conf-156,402.0436,-3586.819888,,22.17,80.29,135.66,0.00,,0.00,0.00,0.00,,,
,5,234,conf-234,402.2195,-3586.837646,,22.21,69.15,116.84,0.00,,0.00,0.00,0.00,,,
,6,288,conf-288,364.1954,-3586.901794,,14.08,28.89,48.82,0.00,,0.00,0.00,0.00,,,
,7,433,conf-433,410.1647,-3586.833875,,23.71,71.51,120.83,0.00,,0.00,0.00,0.00,,,
,8,446,conf-446,424.5035,-3586.846601,,26.29,63.53,107.34,0.00,,0.00,0.00,0.00,,,
,9,472,conf-472,345.2982,-3586.94784,,9.38,0.00,0.00,1.00,,1.00,345.30,344.63,,,
,10,535,conf-535,382.3305,-3586.845496,,18.16,64.22,108.51,0.00,,0.00,0.00,0.00,,,
,11,549,conf-549,430.4772,-3586.839707,,27.31,67.85,114.65,0.00,,0.00,0.00,0.00,,,
,12,727,conf-727,427.7644,-3586.795366,,26.85,95.68,161.66,0.00,,0.00,0.00,0.00,,,
,13,779,conf-779,428.4307,-3586.834525,,26.97,71.11,120.15,0.00,,0.00,0.00,0.00,,,
,14,831,conf-831,422.0156,-3586.825199,,25.86,76.96,130.03,0.00,,0.00,0.00,0.00,,,
,15,869,conf-869,413.1123,-3586.831911,,24.26,72.75,122.92,0.00,,0.00,0.00,0.00,,,
,16,876,conf-876,426.3709,-3586.821236,,26.61,79.44,134.24,0.00,,0.00,0.00,0.00,,,
,17,879,conf-879,455.6465,-3586.684541,,31.33,165.22,279.17,0.00,,0.00,0.00,0.00,,,
,18,883,conf-883,445.4164,-3586.767083,,29.75,113.43,191.65,0.00,,0.00,0.00,0.00,,,
,19,981,conf-981,401.9068,-3586.844906,,22.15,64.59,109.14,0.00,,0.00,0.00,0.00,,,
