(+1) charge,,order,file,ave_TM_CS,HF_energy,EXP,% ERROR,Rel_E (kcal/mol),,,,Mol Fraction,,,,<CCS>,%ERROR
N2 gas,0,14,conf-14,210.4975,-1300.534987,184.7,12.26,59.84,101.12,0.00,1.05,0.00,0.00,0.00,216.52,205.89,10.29
,1,34,conf-34,213.9813,-1300.607553,,13.68,14.31,24.18,0.00,,0.00,0.00,0.00,,,
,2,102,conf-102,227.5085,-1300.522892,,18.82,67.43,113.94,0.00,,0.00,0.00,0.00,,,
,3,217,conf-217,213.9472,-1300.607552,,13.67,14.31,24.18,0.00,,0.00,0.00,0.00,,,
,4,304,conf-304,203.4654,-1300.612307,,9.22,11.32,19.13,0.00,,0.00,0.00,0.00,,,
,5,306,conf-306,205.5188,-1300.605471,,10.13,15.61,26.38,0.00,,0.00,0.00,0.00,,,
,6,315,conf-315,205.9092,-1300.630354,,10.30,0.00,0.00,1.00,,0.95,205.91,195.80,,,
,7,367,conf-367,224.5816,-1300.580579,,17.76,31.23,52.78,0.00,,0.00,0.00,0.00,,,
,8,472,conf-472,201.1851,-1300.61298,,8.19,10.90,18.42,0.00,,0.00,0.00,0.00,,,
,9,549,conf-549,205.602,-1300.627547,,10.17,1.76,2.98,0.05,,0.05,10.48,9.97,,,
,10,684,conf-684,189.2554,-1300.620387,,2.41,6.25,10.57,0.00,,0.00,0.00,0.00,,,
,11,746,conf-746,202.9685,-1300.585752,,9.00,27.99,47.29,0.00,,0.00,0.00,0.00,,,
,12,772,conf-772,198.5676,-1300.581454,,6.98,30.68,51.85,0.00,,0.00,0.00,0.00,,,
,13,879,conf-879,198.9891,-1300.572804,,7.18,36.11,61.02,0.00,,0.00,0.00,0.00,,,
,14,883,conf-883,204.1968,-1300.623405,,9.55,4.36,7.37,0.00,,0.00,0.13,0.12,,,
,15,950,conf-950,204.1712,-1300.604983,,9.54,15.92,26.90,0.00,,0.00,0.00,0.00,,,
,16,961,conf-961,208.7107,-1300.604657,,11.50,16.13,27.25,0.00,,0.00,0.00,0.00,,,
,17,962,conf-962,218.8988,-1300.573925,,15.62,35.41,59.83,0.00,,0.00,0.00,0.00,,,
