(+1) charge,,order,file,ave_TM_CS,HF_energy,EXP,% ERROR,Rel_E (kcal/mol),,,,Mol Fraction,,,,<CCS>,%ERROR
N2 gas,0,14,conf-14,285.4087,-1866.708213,231.6,18.85,30.57,51.65,0.00,1.00,0.00,0.00,0.00,233.59,233.59,0.85
,1,102,conf-102,251.2282,-1866.723748,,7.81,20.82,35.18,0.00,,0.00,0.00,0.00,,,
,2,156,conf-156,266.6922,-1866.701426,,13.16,34.83,58.85,0.00,,0.00,0.00,0.00,,,
,3,197,conf-197,263.1283,-1866.719402,,11.98,23.55,39.79,0.00,,0.00,0.00,0.00,,,
,4,304,conf-304,280.907,-1866.699536,,17.55,36.01,60.85,0.00,,0.00,0.00,0.00,,,
,5,315,conf-315,245.6613,-1866.725082,,5.72,19.98,33.77,0.00,,0.00,0.00,0.00,,,
,6,353,conf-353,259.8354,-1866.689647,,10.87,42.22,71.34,0.00,,0.00,0.00,0.00,,,
,7,448,conf-448,259.6994,-1866.71272,,10.82,27.74,46.87,0.00,,0.00,0.00,0.00,,,
,8,472,conf-472,269.4424,-1866.721273,,14.04,22.37,37.81,0.00,,0.00,0.00,0.00,,,
,9,549,conf-549,263.2809,-1866.677738,,12.03,49.69,83.96,0.00,,0.00,0.00,0.00,,,
,10,771,conf-771,258.6041,-1866.681084,,10.44,47.59,80.42,0.00,,0.00,0.00,0.00,,,
,11,876,conf-876,269.991,-1866.710785,,14.22,28.96,48.93,0.00,,0.00,0.00,0.00,,,
,12,879,conf-879,268.1095,-1866.736569,,13.62,12.78,21.59,0.00,,0.00,0.00,0.00,,,
,13,883,conf-883,276.3972,-1866.661404,,16.21,59.94,101.28,0.00,,0.00,0.00,0.00,,,
,14,962,conf-962,260.8258,-1866.691554,,11.21,41.02,69.32,0.00,,0.00,0.00,0.00,,,
,15,966,conf-966,233.5858,-1866.75693,,0.85,0.00,0.00,1.00,,1.00,233.59,233.59,,,
