(+1) charge,,order,file,ave_TM_CS,HF_energy,EXP,% ERROR,Rel_E (kcal/mol),,,,Mol Fraction,,,,<CCS>,%ERROR
N2 gas,0,14,conf-14,263.3554,-2053.931646,229.7,12.78,29.92,50.55,0,1.02,0,0,0,256.19,250.2,8.19
,1,34,conf-34,266.7735,-2053.965705,,13.9,8.55,14.44,0,,0,0,0,,,
,2,90,conf-90,278.6882,-2053.93063,,17.58,30.56,51.63,0,,0,0,0,,,
,3,112,conf-112,256.9304,-2053.92879,,10.6,31.71,53.58,0,,0,0,0,,,
,4,123,conf-123,260.0063,-2053.93857,,11.66,25.57,43.21,0,,0,0,0,,,
,5,126,conf-126,272.2558,-2053.944137,,15.63,22.08,37.31,0,,0,0,0,,,
,6,197,conf-197,270.143,-2053.902037,,14.97,48.5,81.95,0,,0,0,0,,,
,7,315,conf-315,284.3383,-2053.917356,,19.22,38.89,65.7,0,,0,0,0,,,
,8,472,conf-472,249.7604,-2053.979326,,8.03,0,0,1,,0.98,249.76,243.93,,,
,9,474,conf-474,268.6482,-2053.975805,,14.5,2.21,3.73,0.02,,0.02,6.43,6.28,,,
,10,669,conf-669,258.0907,-2053.934256,,11,28.28,47.79,0,,0,0,0,,,
,11,684,conf-684,289.039,-2053.899973,,20.53,49.79,84.14,0,,0,0,0,,,
,12,703,conf-703,265.0279,-2053.958858,,13.33,12.84,21.7,0,,0,0,0,,,
,13,727,conf-727,309.5855,-2053.84335,,25.8,85.32,144.17,0,,0,0,0,,,
,14,771,conf-771,253.5758,-2053.955072,,9.42,15.22,25.72,0,,0,0,0,,,
,15,807,conf-807,286.0041,-2053.922461,,19.69,35.68,60.29,0,,0,0,0,,,
,16,879,conf-879,250.5831,-2053.912676,,8.33,41.82,70.67,0,,0,0,0,,,
,17,950,conf-950,265.8544,-2053.925271,,13.6,33.92,57.31,0,,0,0,0,,,
