(+1) charge,,order,file,ave_TM_CS,HF_energy,EXP,% ERROR,Rel_E (kcal/mol),,,,Mol Fraction,,,,<CCS>,%ERROR
N2 gas,0,14,conf-14,395.0446,-2782.291212,281.8,28.67,160.16,270.62,0.00,1.00,0.00,0.00,0.00,304.43,304.43,7.43
,1,34,conf-34,391.1394,-2782.279021,,27.95,167.81,283.55,0.00,,0.00,0.00,0.00,,,
,2,102,conf-102,338.7786,-2782.465801,,16.82,50.61,85.51,0.00,,0.00,0.00,0.00,,,
,3,112,conf-112,383.1606,-2782.303085,,26.45,152.71,258.04,0.00,,0.00,0.00,0.00,,,
,4,123,conf-123,385.9198,-2782.301101,,26.98,153.96,260.14,0.00,,0.00,0.00,0.00,,,
,5,129,conf-129,393.5499,-2782.300921,,28.40,154.07,260.33,0.00,,0.00,0.00,0.00,,,
,6,156,conf-156,366.5203,-2782.286739,,23.11,162.97,275.37,0.00,,0.00,0.00,0.00,,,
,7,197,conf-197,287.7527,-2782.524761,,2.07,13.61,23.00,0.00,,0.00,0.00,0.00,,,
,8,304,conf-304,346.1354,-2782.470699,,18.59,47.54,80.32,0.00,,0.00,0.00,0.00,,,
,9,451,conf-451,401.1004,-2782.269539,,29.74,173.76,293.60,0.00,,0.00,0.00,0.00,,,
,10,472,conf-472,288.2101,-2782.502314,,2.22,27.70,46.80,0.00,,0.00,0.00,0.00,,,
,11,535,conf-535,359.3775,-2782.342735,,21.59,127.83,216.00,0.00,,0.00,0.00,0.00,,,
,12,607,conf-607,384.3665,-2782.35465,,26.68,120.36,203.36,0.00,,0.00,0.00,0.00,,,
,13,705,conf-705,304.4292,-2782.546452,,7.43,0.00,0.00,1.00,,1.00,304.43,304.43,,,
,14,746,conf-746,394.984,-2782.287818,,28.66,162.29,274.22,0.00,,0.00,0.00,0.00,,,
,15,797,conf-797,384.8495,-2782.308668,,26.78,149.21,252.12,0.00,,0.00,0.00,0.00,,,
,16,883,conf-883,336.2009,-2782.468109,,16.18,49.16,83.07,0.00,,0.00,0.00,0.00,,,
,17,950,conf-950,345.3104,-2782.494726,,18.39,32.46,54.84,0.00,,0.00,0.00,0.00,,,
