(+1) charge,,order,file,ave_TM_CS,HF_energy,EXP,% ERROR,Rel_E (kcal/mol),,,,Mol Fraction,,,,<CCS>,%ERROR
N2 gas,0,95,conf-95,316.5019,-2360.160452,255.7,19.21,35.34,59.72,0,1,0,0,0,284.9,284.89,10.25
,1,102,conf-102,284.8882,-2360.216775,,10.25,0,0,1,,1,284.89,284.88,,,
,2,123,conf-123,332.9521,-2360.161864,,23.2,34.46,58.22,0,,0,0,0,,,
,3,197,conf-197,273.4546,-2360.207219,,6.49,6,10.13,0,,0,0.01,0.01,,,
,4,205,conf-205,297.9974,-2360.189102,,14.19,17.37,29.34,0,,0,0,0,,,
,5,234,conf-234,286.3942,-2360.132498,,10.72,52.88,89.36,0,,0,0,0,,,
,6,304,conf-304,315.2002,-2360.169554,,18.88,29.63,50.07,0,,0,0,0,,,
,7,370,conf-370,322.3823,-2360.147192,,20.68,43.66,73.78,0,,0,0,0,,,
,8,448,conf-448,282.0949,-2360.174795,,9.36,26.34,44.51,0,,0,0,0,,,
,9,449,conf-449,261.1728,-2360.19906,,2.1,11.12,18.78,0,,0,0,0,,,
,10,474,conf-474,281.5119,-2360.194867,,9.17,13.75,23.23,0,,0,0,0,,,
,11,549,conf-549,340.658,-2360.012,,24.94,128.5,217.12,0,,0,0,0,,,
,12,746,conf-746,340.2033,-2360.092659,,24.84,77.88,131.6,0,,0,0,0,,,
,13,797,conf-797,328.7089,-2360.093049,,22.21,77.64,131.18,0,,0,0,0,,,
,14,817,conf-817,355.1603,-2360.080511,,28,85.51,144.48,0,,0,0,0,,,
,15,879,conf-879,340.612,-2360.08099,,24.93,85.21,143.97,0,,0,0,0,,,
,16,883,conf-883,322.8765,-2360.133112,,20.81,52.5,88.71,0,,0,0,0,,,
,17,950,conf-950,268.6604,-2360.194652,,4.82,13.88,23.46,0,,0,0,0,,,
,18,962,conf-962,308.1746,-2360.169831,,17.03,29.46,49.77,0,,0,0,0,,,
,19,966,conf-966,321.1425,-2360.13909,,20.38,48.75,82.37,0,,0,0,0,,,
