(+1) charge,,order,file,ave_TM_CS,HF_energy,EXP,% ERROR,Rel_E (kcal/mol),,,,Mol Fraction,,,,<CCS>,%ERROR
N2 gas,0,102,conf-102,326.5753,-2312.106715,260.8,20.14,6.31,10.66,0.00,1.00,0.00,0.01,0.01,313.24,313.21,16.73
,1,112,conf-112,325.3592,-2311.923607,,19.84,121.21,204.81,0.00,,0.00,0.00,0.00,,,
,2,123,conf-123,296.8264,-2312.107607,,12.14,5.75,9.72,0.00,,0.00,0.02,0.02,,,
,3,126,conf-126,335.6079,-2311.952245,,22.29,103.24,174.45,0.00,,0.00,0.00,0.00,,,
,4,156,conf-156,329.8358,-2312.098271,,20.93,11.61,19.62,0.00,,0.00,0.00,0.00,,,
,5,234,conf-234,330.35,-2312.095422,,21.05,13.40,22.64,0.00,,0.00,0.00,0.00,,,
,6,252,conf-252,329.0863,-2312.08366,,20.75,20.78,35.11,0.00,,0.00,0.00,0.00,,,
,7,270,conf-270,313.3726,-2312.104113,,16.78,7.95,13.42,0.00,,0.00,0.00,0.00,,,
,8,497,conf-497,331.0042,-2312.099115,,21.21,11.08,18.72,0.00,,0.00,0.00,0.00,,,
,9,535,conf-535,347.9278,-2312.019205,,25.04,61.22,103.45,0.00,,0.00,0.00,0.00,,,
,10,549,conf-549,340.4625,-2312.009382,,23.40,67.39,113.86,0.00,,0.00,0.00,0.00,,,
,11,607,conf-607,353.8109,-2312.014034,,26.29,64.47,108.93,0.00,,0.00,0.00,0.00,,,
,12,608,conf-608,329.0857,-2312.095337,,20.75,13.45,22.73,0.00,,0.00,0.00,0.00,,,
,13,669,conf-669,326.6213,-2312.099494,,20.15,10.84,18.32,0.00,,0.00,0.00,0.00,,,
,14,746,conf-746,317.2892,-2312.096097,,17.80,12.97,21.92,0.00,,0.00,0.00,0.00,,,
,15,879,conf-879,313.2135,-2312.116774,,16.73,0.00,0.00,1.00,,1.00,313.21,313.19,,,
,16,883,conf-883,326.481,-2312.106618,,20.12,6.37,10.77,0.00,,0.00,0.01,0.01,,,
,17,961,conf-961,302.6827,-2312.023529,,13.84,58.51,98.87,0.00,,0.00,0.00,0.00,,,
