(+1) charge,,order,file,ave_TM_CS,HF_energy,EXP,% ERROR,Rel_E (kcal/mol),,,,Mol Fraction,,,,<CCS>,%ERROR
N2 gas,0,84,conf-84,312.8524,-2418.51856,255.3,18.40,50.85,85.93,0.00,1.00,0.00,0.00,0.00,283.34,282.37,9.59
,1,102,conf-102,300.197,-2418.56533,,14.96,21.51,36.34,0.00,,0.00,0.00,0.00,,,
,2,121,conf-121,282.4102,-2418.599602,,9.60,0.00,0.00,1.00,,1.00,282.41,281.45,,,
,3,123,conf-123,296.1881,-2418.526454,,13.80,45.90,77.56,0.00,,0.00,0.00,0.00,,,
,4,197,conf-197,291.0412,-2418.572196,,12.28,17.20,29.06,0.00,,0.00,0.00,0.00,,,
,5,234,conf-234,294.159,-2418.565487,,13.21,21.41,36.17,0.00,,0.00,0.00,0.00,,,
,6,240,conf-240,330.6405,-2418.511068,,22.79,55.56,93.87,0.00,,0.00,0.00,0.00,,,
,7,365,conf-365,314.4386,-2418.556683,,18.81,26.93,45.51,0.00,,0.00,0.00,0.00,,,
,8,472,conf-472,285.1381,-2418.586237,,10.46,8.39,14.17,0.00,,0.00,0.00,0.00,,,
,9,497,conf-497,283.6083,-2418.569404,,9.98,18.95,32.02,0.00,,0.00,0.00,0.00,,,
,10,549,conf-549,306.3218,-2418.550576,,16.66,30.76,51.98,0.00,,0.00,0.00,0.00,,,
,11,669,conf-669,309.4204,-2418.575982,,17.49,14.82,25.04,0.00,,0.00,0.00,0.00,,,
,12,684,conf-684,326.2453,-2418.540976,,21.75,36.79,62.16,0.00,,0.00,0.00,0.00,,,
,13,727,conf-727,280.7343,-2418.560506,,9.06,24.53,41.45,0.00,,0.00,0.00,0.00,,,
,14,746,conf-746,287.86,-2418.560092,,11.31,24.79,41.89,0.00,,0.00,0.00,0.00,,,
,15,807,conf-807,271.5267,-2418.594246,,5.98,3.36,5.68,0.00,,0.00,0.93,0.92,,,
,16,879,conf-879,319.5744,-2418.545238,,20.11,34.11,57.64,0.00,,0.00,0.00,0.00,,,
,17,883,conf-883,323.3475,-2418.570717,,21.04,18.13,30.63,0.00,,0.00,0.00,0.00,,,
,18,950,conf-950,323.4454,-2418.539362,,21.07,37.80,63.87,0.00,,0.00,0.00,0.00,,,
,19,962,conf-962,324.8762,-2418.532995,,21.42,41.80,70.62,0.00,,0.00,0.00,0.00,,,
,20,981,conf-981,334.3964,-2418.561764,,23.65,23.74,40.12,0.00,,0.00,0.00,0.00,,,
