(+1) charge,,order,file,ave_TM_CS,HF_energy,EXP,% ERROR,Rel_E (kcal/mol),,,,Mol Fraction,,,,<CCS>,%ERROR
N2 gas,0,14,conf-14,199.0553,-1300.542553,184.5,7.31,9.76,16.5,0,1,0,0,0,196.4,196.23,5.98
,1,34,conf-34,218.2969,-1300.533054,,15.48,15.72,26.57,0,,0,0,0,,,
,2,102,conf-102,197.7747,-1300.546484,,6.71,7.3,12.33,0,,0,0,0,,,
,3,197,conf-197,193.0391,-1300.551451,,4.42,4.18,7.06,0,,0,0.17,0.17,,,
,4,217,conf-217,224.1597,-1300.526112,,17.69,20.08,33.93,0,,0,0,0,,,
,5,245,conf-245,222.6077,-1300.529392,,17.12,18.02,30.45,0,,0,0,0,,,
,6,304,conf-304,217.011,-1300.527881,,14.98,18.97,32.05,0,,0,0,0,,,
,7,315,conf-315,221.2246,-1300.514442,,16.6,27.4,46.3,0,,0,0,0,,,
,8,353,conf-353,203.4497,-1300.534943,,9.31,14.54,24.56,0,,0,0,0,,,
,9,364,conf-364,216.4756,-1300.536037,,14.77,13.85,23.41,0,,0,0,0,,,
,10,365,conf-365,196.2321,-1300.558112,,5.98,0,0,1,,1,196.23,196.06,,,
,11,428,conf-428,216.7721,-1300.518625,,14.89,24.78,41.87,0,,0,0,0,,,
,12,433,conf-433,209.8553,-1300.522394,,12.08,22.41,37.87,0,,0,0,0,,,
,13,472,conf-472,217.9149,-1300.515581,,15.33,26.69,45.09,0,,0,0,0,,,
,14,549,conf-549,219.279,-1300.539077,,15.86,11.94,20.18,0,,0,0,0,,,
,15,662,conf-662,214.1375,-1300.519335,,13.84,24.33,41.11,0,,0,0,0,,,
,16,667,conf-667,215.1705,-1300.538384,,14.25,12.38,20.92,0,,0,0,0,,,
,17,669,conf-669,211.0162,-1300.542634,,12.57,9.71,16.41,0,,0,0,0,,,
,18,684,conf-684,212.041,-1300.525238,,12.99,20.63,34.85,0,,0,0,0,,,
,19,727,conf-727,220.0396,-1300.531153,,16.15,16.92,28.58,0,,0,0,0,,,
,20,876,conf-876,216.9027,-1300.51915,,14.94,24.45,41.31,0,,0,0,0,,,
,21,879,conf-879,222.843,-1300.526461,,17.21,19.86,33.56,0,,0,0,0,,,
