(+1) charge,,order,file,ave_TM_CS,HF_energy,EXP,% ERROR,Rel_E (kcal/mol),,,,Mol Fraction,,,,<CCS>,%ERROR
N2 gas,18,883,conf-883,190.3918,-1300.562851,184.5,3.09,0.55,0.92,0.4,1.4,0.28,75.75,54.19,269.94,193.09,4.45
,16,876,conf-876,194.1674,-1300.56372,,4.98,0,0,1,,0.72,194.17,138.89,,,
,4,222,conf-222,196.8107,-1300.538768,,6.26,15.66,26.46,0,,0,0,0,,,
,12,635,conf-635,198.7333,-1300.554519,,7.16,5.77,9.76,0,,0,0.01,0.01,,,
,13,684,conf-684,199.3884,-1300.506189,,7.47,36.1,61,0,,0,0,0,,,
,6,445,conf-445,201.0151,-1300.522712,,8.22,25.73,43.48,0,,0,0,0,,,
,14,746,conf-746,202.0635,-1300.519193,,8.69,27.94,47.21,0,,0,0,0,,,
,11,578,conf-578,202.1784,-1300.513267,,8.74,31.66,53.49,0,,0,0,0,,,
,1,62,conf-62,203.4113,-1300.52505,,9.3,24.27,41,0,,0,0,0,,,
,20,962,conf-962,203.7082,-1300.553493,,9.43,6.42,10.84,0,,0,0,0,,,
,5,304,conf-304,203.8363,-1300.548571,,9.49,9.51,16.06,0,,0,0,0,,,
,8,474,conf-474,209.6518,-1300.545141,,12,11.66,19.7,0,,0,0,0,,,
,3,123,conf-123,210.0275,-1300.54883,,12.15,9.34,15.79,0,,0,0,0,,,
,0,34,conf-34,210.809,-1300.550626,,12.48,8.22,13.88,0,,0,0,0,,,
,2,102,conf-102,213.4466,-1300.533376,,13.56,19.04,32.17,0,,0,0,0,,,
,19,950,conf-950,214.3269,-1300.537559,,13.92,16.42,27.74,0,,0,0,0,,,
,7,472,conf-472,214.8784,-1300.534159,,14.14,18.55,31.34,0,,0,0,0,,,
,9,497,conf-497,215.3408,-1300.515515,,14.32,30.25,51.11,0,,0,0,0,,,
,21,981,conf-981,216.5293,-1300.514947,,14.79,30.61,51.71,0,,0,0,0,,,
,15,797,conf-797,216.9346,-1300.539806,,14.95,15.01,25.36,0,,0,0,0,,,
,10,535,conf-535,217.4238,-1300.517261,,15.14,29.15,49.26,0,,0,0,0,,,
,17,879,conf-879,228.0525,-1300.50317,,19.1,38,64.2,0,,0,0,0,,,
