(+1) charge,,order,file,ave_TM_CS,HF_energy,EXP,% ERROR,Rel_E (kcal/mol),,,,Mol Fraction,,,,<CCS>,%ERROR
N2 gas,0,90,conf-90,250.24,-2053.99726,229.7,8.21,29.49,49.83,0,1,0,0,0,239.43,239.43,4.06
,1,95,conf-95,258.1896,-2053.947524,,11.03,60.7,102.57,0,,0,0,0,,,
,2,102,conf-102,269.0736,-2054.004837,,14.63,24.74,41.8,0,,0,0,0,,,
,3,156,conf-156,244.9218,-2054.008456,,6.21,22.47,37.96,0,,0,0,0,,,
,4,308,conf-308,239.4311,-2054.044259,,4.06,0,0,1,,1,239.43,239.43,,,
,5,448,conf-448,251.7953,-2053.927784,,8.78,73.09,123.5,0,,0,0,0,,,
,6,472,conf-472,273.4185,-2053.980183,,15.99,40.21,67.94,0,,0,0,0,,,
,7,474,conf-474,293.026,-2053.882164,,21.61,101.71,171.87,0,,0,0,0,,,
,8,497,conf-497,256.4757,-2053.971116,,10.44,45.9,77.55,0,,0,0,0,,,
,9,538,conf-538,268.0753,-2053.99782,,14.32,29.14,49.24,0,,0,0,0,,,
,10,549,conf-549,257.188,-2054.007728,,10.69,22.92,38.73,0,,0,0,0,,,
,11,586,conf-586,246.925,-2054.02719,,6.98,10.71,18.1,0,,0,0,0,,,
,12,602,conf-602,290.7035,-2053.987921,,20.98,35.35,59.73,0,,0,0,0,,,
,13,674,conf-674,251.9473,-2054.001771,,8.83,26.66,45.05,0,,0,0,0,,,
,14,727,conf-727,274.8578,-2053.972257,,16.43,45.18,76.34,0,,0,0,0,,,
,15,736,conf-736,256.4718,-2053.992261,,10.44,32.63,55.13,0,,0,0,0,,,
,16,746,conf-746,261.0136,-2054.018102,,12,16.41,27.73,0,,0,0,0,,,
,17,796,conf-796,268.1107,-2054.007752,,14.33,22.91,38.71,0,,0,0,0,,,
,18,797,conf-797,258.8513,-2053.993127,,11.26,32.09,54.21,0,,0,0,0,,,
,19,879,conf-879,236.522,-2054.00784,,2.88,22.85,38.61,0,,0,0,0,,,
,20,883,conf-883,259.5486,-2053.901464,,11.5,89.6,151.4,0,,0,0,0,,,
,21,885,conf-885,255.7358,-2053.988907,,10.18,34.73,58.69,0,,0,0,0,,,
,22,966,conf-966,245.9907,-2054.038429,,6.62,3.66,6.18,0,,0,0.51,0.51,,,
,23,981,conf-981,260.4701,-2054.006023,,11.81,23.99,40.54,0,,0,0,0,,,
