(+1) charge,,order,file,ave_TM_CS,HF_energy,EXP,% ERROR,Rel_E (kcal/mol),,,,Mol Fraction,,,,<CCS>,%ERROR
N2 gas,0,95,conf-95,248.3362,-1866.809603,231.6,6.74,5.40,9.12,0.00,3.04,0.00,0.03,0.01,754.26,247.98,6.61
,1,112,conf-112,237.2962,-1866.818208,,2.40,0.00,0.00,1.00,,0.33,237.30,78.02,,,
,2,123,conf-123,259.9978,-1866.812812,,10.92,3.39,5.72,0.00,,0.00,0.85,0.28,,,
,3,153,conf-153,260.5868,-1866.812805,,11.12,3.39,5.73,0.00,,0.00,0.85,0.28,,,
,4,156,conf-156,253.3569,-1866.805004,,8.59,8.29,14.00,0.00,,0.00,0.00,0.00,,,
,5,211,conf-211,258.1539,-1866.815865,,10.29,1.47,2.48,0.08,,0.03,21.52,7.07,,,
,6,234,conf-234,259.3893,-1866.804687,,10.71,8.48,14.34,0.00,,0.00,0.00,0.00,,,
,7,320,conf-320,246.281,-1866.818155,,5.96,0.03,0.06,0.95,,0.31,232.82,76.55,,,
,8,357,conf-357,260.2608,-1866.808409,,11.01,6.15,10.39,0.00,,0.00,0.01,0.00,,,
,9,386,conf-386,257.9707,-1866.806798,,10.22,7.16,12.10,0.00,,0.00,0.00,0.00,,,
,10,399,conf-399,261.9627,-1866.817894,,11.59,0.20,0.33,0.72,,0.24,187.70,61.71,,,
,11,472,conf-472,245.6423,-1866.808103,,5.72,6.34,10.71,0.00,,0.00,0.01,0.00,,,
,12,538,conf-538,258.3717,-1866.80936,,10.36,5.55,9.38,0.00,,0.00,0.02,0.01,,,
,13,549,conf-549,259.1095,-1866.806671,,10.62,7.24,12.23,0.00,,0.00,0.00,0.00,,,
,14,669,conf-669,252.6035,-1866.817039,,8.31,0.73,1.24,0.29,,0.10,73.16,24.05,,,
,15,684,conf-684,265.5791,-1866.805971,,12.79,7.68,12.97,0.00,,0.00,0.00,0.00,,,
,16,731,conf-731,265.7646,-1866.792276,,12.86,16.27,27.50,0.00,,0.00,0.00,0.00,,,
,17,746,conf-746,257.8692,-1866.789593,,10.19,17.96,30.34,0.00,,0.00,0.00,0.00,,,
,18,879,conf-879,258.5181,-1866.806672,,10.41,7.24,12.23,0.00,,0.00,0.00,0.00,,,
,19,950,conf-950,248.005,-1866.802565,,6.61,9.82,16.59,0.00,,0.00,0.00,0.00,,,
,20,962,conf-962,249.2222,-1866.809236,,7.07,5.63,9.51,0.00,,0.00,0.02,0.01,,,
