(+1) charge,,order,file,ave_TM_CS,HF_energy,EXP,% ERROR,Rel_E (kcal/mol),,,,Mol Fraction,,,,<CCS>,%ERROR
N2 gas,0,156,conf-156,229.46,-1582.243388,213.3,7.04,9.87,16.69,0.00,1.41,0.00,0.00,0.00,306.60,216.93,1.67
,1,197,conf-197,260.7139,-1582.220514,,18.19,24.23,40.94,0.00,,0.00,0.00,0.00,,,
,2,231,conf-231,245.9017,-1582.217313,,13.26,26.24,44.33,0.00,,0.00,0.00,0.00,,,
,3,234,conf-234,238.7792,-1582.236796,,10.67,14.01,23.67,0.00,,0.00,0.00,0.00,,,
,4,433,conf-433,243.7684,-1582.246708,,12.50,7.79,13.16,0.00,,0.00,0.00,0.00,,,
,5,448,conf-448,236.543,-1582.247129,,9.83,7.53,12.72,0.00,,0.00,0.00,0.00,,,
,6,472,conf-472,227.091,-1582.246152,,6.07,8.14,13.75,0.00,,0.00,0.00,0.00,,,
,7,474,conf-474,253.2501,-1582.216289,,15.77,26.88,45.42,0.00,,0.00,0.00,0.00,,,
,8,669,conf-669,221.2828,-1582.247919,,3.61,7.03,11.88,0.00,,0.00,0.00,0.00,,,
,9,684,conf-684,214.2166,-1582.259124,,0.43,0.00,0.00,1.00,,0.71,214.22,151.56,,,
,10,841,conf-841,249.5715,-1582.222448,,14.53,23.01,38.89,0.00,,0.00,0.00,0.00,,,
,11,862,conf-862,211.1199,-1582.257612,,1.03,0.95,1.60,0.20,,0.14,42.46,30.04,,,
,12,879,conf-879,225.2721,-1582.247807,,5.31,7.10,12.00,0.00,,0.00,0.00,0.00,,,
,13,883,conf-883,235.2091,-1582.257661,,9.31,0.92,1.55,0.21,,0.15,49.87,35.28,,,
,14,948,conf-948,220.7152,-1582.25118,,3.36,4.99,8.42,0.00,,0.00,0.05,0.03,,,
,15,962,conf-962,231.048,-1582.244652,,7.68,9.08,15.34,0.00,,0.00,0.00,0.00,,,
,16,966,conf-966,235.7204,-1582.231117,,9.51,17.57,29.70,0.00,,0.00,0.00,0.00,,,
